URL;LOKALIZACJA;NAGŁOWEK;CENA;CENA_M2;POWIERZCHNIA;POKOJE;PIĘTRO;RYNEK;RODZAJ_BUDYNKU;MATERIAŁ;OKNA;OGRZEWANIE;ROK_BUDOWY;STAN_WYKOŃCZENIA;CZYNSZ;FORMA_WŁASNOŚCI;MEDIA;ZABEZPIECZENIA;WYPOSAŻENIE;INFO_DODATKOWE;DZIELNICA;DOSTEPNE_OD 
https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-pod-inwestycje-ID3x7en.html#920819f0eb;Poznań, Łazarz;3 pokojowe mieszkanie pod inwestycje;298000.0;5138.0;58.0;3;2;wtórny;;;plastikowe;;;;420.0;spółdzielcze wł. z KW;;;;['balkon', 'winda', 'oddzielna kuchnia'];Łazarz;
https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-naramowice-ID3x7e3.html#920819f0eb;Poznań, Naramowice;Mieszkanie 2 Pokojowe - Naramowice;250740.0;6000.0;41.79;2;4;wtórny;blok;;plastikowe;miejskie;;;;;;;;['balkon', 'winda'];Naramowice;
https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-na-naramowicach-z-tarasem-ID3x7e7.html#920819f0eb;Poznań, Naramowice;Mieszkanie 3 Pokojowe Na Naramowicach Z Tarasem;289296.0;5600.0;51.66;3;;wtórny;blok;;plastikowe;miejskie;;;;;;;;['winda', 'taras'];Naramowice;
https://www.otodom.pl/oferta/mieszkanie-poznan-smochowice-ID3xLFN.html#2a8b242f3f;Poznań, Smochowice, Sianowska 36   C;Mieszkanie - Poznań Smochowice;620000.0;4564.0;135.84;4;1;pierwotny;apartamentowiec;;;gazowe;2018 ;do wykończenia;;pełna własność;;['domofon / wideofon', 'rolety antywłamaniowe'];;['piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'taras'];Smochowice;
https://www.otodom.pl/oferta/piekne-funkcjonalne-mieszkanie-wszedzie-blisko-ID3nB5y.html#2a8b242f3f;Poznań;Piękne, funkcjonalne mieszkanie -wszędzie blisko !;362000.0;5028.0;72.0;4;1;wtórny;szeregowiec;cegła;plastikowe;gazowe;2018 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe', 'rolety antywłamaniowe'];;['garaż/miejsce parkingowe', 'ogródek', 'oddzielna kuchnia', 'taras', 'dwupoziomowe'];;
https://www.otodom.pl/oferta/gotowy-do-wykonczenia-dom-poznan-plewiska-ID3vRZd.html#2a8b242f3f;Poznań,  Grunwaldzka  / Fabianowska;Gotowy do wykończenia Dom Poznań Plewiska;464000.0;3772.0;123.0;6;;pierwotny;szeregowiec;cegła;plastikowe;gazowe;2018 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['system alarmowy', 'drzwi / okna antywłamaniowe'];;['balkon', 'garaż/miejsce parkingowe', 'ogródek', 'taras', 'dwupoziomowe'];Grunwald;1 Stycznia 2018
https://www.otodom.pl/oferta/villa-venecja-komfort-w-centrum-miasta-ID3j62a.html#2a8b242f3f;Poznań, Centrum,  Wenecjańska;VILLA VENECJA - KOMFORT W CENTRUM MIASTA;;;;277761;;;;;;;;;;;;;;['teren zamknięty', 'winda', 'garaż', 'ogródek', 'ochrona', 'tarasy'];;
https://www.otodom.pl/oferta/grunwald-ul-sielska-49-2-pokoje-garaz-loggia-ID3yqFh.html#2a8b242f3f;Poznań, Górczyn,  Sielska 49;Grunwald, ul. Sielska 49, 2-pokoje + garaż, loggia;275000.0;7375.0;37.29;2;2;pierwotny;apartamentowiec;inne;plastikowe;miejskie;2018 ;do wykończenia;110.0;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona'];;['balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'taras'];Górczyn;8 Lutego 2018
https://www.otodom.pl/oferta/3-pokoje-50-94-m2-karpia-nowa-inwestycja-ID3ybgT.html#2a8b242f3f;Poznań, Naramowice,  Karpia;3-pokoje, 50,94 m2, Karpia => NOWA INWESTYCJA!;280179.0;5500.0;50.94;3;3;wtórny;blok;;plastikowe;miejskie;2019 ;;;pełna własność;;['domofon / wideofon'];;;Naramowice;
https://www.otodom.pl/oferta/mieszkanie-2-pokoje-przy-malcie-bez-prowizji-ID3y5Vj.html#2a8b242f3f;Poznań, Franowo,  Przemysława;Mieszkanie 2 pokoje przy Malcie. Bez prowizji!;390000.0;6964.0;56.0;2;1;wtórny;blok;cegła;plastikowe;miejskie;2006 ;do zamieszkania;470.0;spółdzielcze wł. z KW;['telewizja kablowa', 'internet'];['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'rolety antywłamaniowe'];['zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka'];['balkon', 'piwnica', 'winda'];;
https://www.otodom.pl/oferta/piekne-mieszkanie-w-spokojnej-czesci-grunwaldu-ID3x7cb.html#2a8b242f3f;Poznań, Grunwald, Nowotomyska;Piękne mieszkanie w spokojnej części Grunwaldu;305000.0;5922.0;51.5;2;;wtórny;blok;cegła;plastikowe;miejskie;1961 ;do zamieszkania;;spółdzielcze wł. z KW;;;;;Grunwald;
https://www.otodom.pl/oferta/bulgarska-59-12-pietro-prywatnie-piekny-widok-ID3p808.html#2a8b242f3f;Poznań, Grunwald,  Bułgarska;Bułgarska 59, 12. piętro. Prywatnie, piękny widok.;357770.0;6650.0;53.8;3;;pierwotny;apartamentowiec;;plastikowe;miejskie;2018 ;do wykończenia;;pełna własność;;['teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona'];;['balkon', 'winda'];Grunwald;
https://www.otodom.pl/oferta/klimatyczne-mieszkanie-w-centrum-miasta-ID3x6nh.html#2a8b242f3f;Poznań, ŚWIĘTY MARCIN, św. Marcin;Klimatyczne mieszkanie w centrum miasta;398000.0;6589.0;60.4;4;3;wtórny;kamienica;cegła;plastikowe;gazowe;1900 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet'];;;;;
https://www.otodom.pl/oferta/nadolnikcompactapartments-apartamenty-na-sprzedaz-ID3x6cb.html#2a8b242f3f;Poznań, Nadolnik;NadolnikCompactApartments Apartamenty na sprzedaż;151358.0;7966.0;19.0;1;;wtórny;;;;;2018 ;;;pełna własność;;;;;;
https://www.otodom.pl/oferta/mieszkanie-53-m-poznan-ID3x6bp.html#2a8b242f3f;Poznań, Winogrady,  Zwycięstwa NISKI BLOK!;Mieszkanie, 53 m², Poznań;315000.0;5943.0;53.0;3;4;wtórny;;wielka płyta;;miejskie;;do zamieszkania;;spółdzielcze własnościowe;;;;['balkon'];Winogrady;
https://www.otodom.pl/oferta/mieszkanie-26-50-m-poznan-ID3x6bB.html#2a8b242f3f;Poznań, Winogrady, osiedle Kosmonautów;Mieszkanie, 26,50 m², Poznań;189000.0;7132.0;26.5;1;5;wtórny;;wielka płyta;plastikowe;miejskie;;do remontu;;spółdzielcze własnościowe;;['domofon / wideofon'];;;Winogrady;
https://www.otodom.pl/oferta/nowa-oferta-ID3x65F.html#2a8b242f3f;Poznań, Centrum;Nowa Oferta!!!!;770000.0;10548.0;73.0;3;1;wtórny;apartamentowiec;;drewniane;;2011 ;;750.0;;['telewizja kablowa', 'internet', 'telefon'];['monitoring / ochrona'];;['garaż/miejsce parkingowe', 'winda', 'taras'];;
https://www.otodom.pl/oferta/sliczne-mieszkanie-45m2-super-oferta-ID3x651.html#2a8b242f3f;Poznań, Grunwald, Junacka;Śliczne mieszkanie 45m2 - Super Oferta!!;250000.0;5556.0;45.0;2;4;wtórny;blok;;;;1965 ;;;spółdzielcze wł. z KW;;;;['balkon'];Grunwald;
https://www.otodom.pl/oferta/mieszkanie-48-m-poznan-ID3x603.html#2a8b242f3f;Poznań, Rataje, Bohaterów II Wojny Światowej, Os. Armii Krajowej- niski blok;Mieszkanie, 48 m², Poznań;275000.0;5729.0;48.0;3;4;wtórny;blok;;plastikowe;miejskie;;do zamieszkania;;spółdzielcze własnościowe;;['domofon / wideofon'];['meble'];['balkon', 'piwnica'];Rataje;
https://www.otodom.pl/oferta/apartament-na-koscielnej-ID3x5WN.html#2a8b242f3f;Poznań, Jeżyce;Apartament Na Kościelnej;629000.0;7569.0;83.1;2;3;wtórny;apartamentowiec;;plastikowe;;2011 ;;620.0;pełna własność;['telewizja kablowa', 'telefon'];;;['balkon', 'garaż/miejsce parkingowe', 'winda'];Jeżyce;
https://www.otodom.pl/oferta/mieszkanie-51m2-ul-malachowskieg-240-tys-ID3v1YM.html#2a8b242f3f;Poznań,  Stanisława Małachowskiego;Mieszkanie 51m2- ul.Małachowskieg 240 tys.;240000.0;4388.0;54.7;2;2;wtórny;blok;;plastikowe;gazowe;;do remontu;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];;['meble'];['piwnica', 'oddzielna kuchnia'];;
https://www.otodom.pl/oferta/dwupokojowe-ul-naramowicka-z-balkonem-ID3wAYg.html#2a8b242f3f;Poznań, Naramowice,  Naramowicka 187;Dwupokojowe ul.Naramowicka z balkonem;280000.0;6222.0;45.0;2;2;wtórny;blok;;;;;;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['domofon / wideofon'];['meble'];['balkon', 'garaż/miejsce parkingowe'];Naramowice;3 Stycznia 2018
https://www.otodom.pl/oferta/os-armii-krajowej-3pok-78-m2-ID3x5OX.html#2a8b242f3f;Poznań, Nowe Miasto;Os. Armii Krajowej 3pok. 78 m2;382000.0;4897.0;78.0;3;2;wtórny;;;;;1978 ;;;;;;;['winda'];;
https://www.otodom.pl/oferta/kawalerka-w-nowy-budownictwie-z-pom-gospodarczym-ID3x4OH.html#2a8b242f3f;Poznań, Grunwald, Sieradzka;Kawalerka w nowy budownictwie z pom. gospodarczym.;236000.0;5540.0;42.6;1;;wtórny;blok;cegła;plastikowe;miejskie;1998 ;;;pełna własność;['telewizja kablowa', 'internet'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon'];['meble'];['piwnica', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe'];Grunwald;1 Stycznia 2018
https://www.otodom.pl/oferta/przestronne-2-pokoje-z-duzym-balkonem-grunwald-ID3x4OL.html#2a8b242f3f;Poznań, Grunwald;Przestronne 2 pokoje z dużym balkonem - Grunwald;330000.0;5537.0;59.6;2;;wtórny;blok;cegła;plastikowe;miejskie;1998 ;;350.0;pełna własność;['telewizja kablowa', 'internet'];['drzwi / okna antywłamaniowe', 'domofon / wideofon'];['meble'];['balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda'];Grunwald;1 Stycznia 2018
https://www.otodom.pl/oferta/mieszkanie-64-47-m-poznan-ID3x4xp.html#2a8b242f3f;Poznań,  Południowa;Mieszkanie, 64,47 m², Poznań;192000.0;2978.0;64.47;3;;wtórny;dom wolnostojący;cegła;;gazowe;;do remontu;10.0;pełna własność;;;;['piwnica', 'ogródek', 'dwupoziomowe'];;31 Stycznia 2018
https://www.otodom.pl/oferta/willa-miejska-poznan-ul-radlowa-ID3afKU.html#2a8b242f3f;Poznań, Naramowice,  Radłowa;Willa miejska Poznań ul. Radłowa;710000.0;3737.0;190.0;4;;pierwotny;dom wolnostojący;cegła;plastikowe;gazowe;2018 ;do wykończenia;1.0;pełna własność;['internet', 'telefon'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'rolety antywłamaniowe'];;['garaż/miejsce parkingowe', 'ogródek', 'taras', 'pom. użytkowe'];Naramowice;31 Października 2018
https://www.otodom.pl/oferta/licytacja-23-02-2018-ID3x4fl.html#2a8b242f3f;Poznań,  Stanisława Knapowskiego 9;Licytacja 23.02.2018;119400.0;2700.0;44.23;1;;wtórny;kamienica;;;;;;;;;;;;;
https://www.otodom.pl/oferta/nowe-mieszkanie-stan-deweloperski-poznan-strzeszyn-ID329XY.html#2a8b242f3f;Poznań;Nowe mieszkanie stan deweloperski POZNAŃ STRZESZYN;384100.0;5712.0;67.25;3;2;pierwotny;blok;cegła;plastikowe;gazowe;2019 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'rolety antywłamaniowe'];;['balkon', 'garaż/miejsce parkingowe', 'oddzielna kuchnia', 'pom. użytkowe'];;
https://www.otodom.pl/oferta/mieszkanie-74-m-poznan-ID3x3LJ.html#2a8b242f3f;Poznań, Rataje, Milczańska;Mieszkanie, 74 m², Poznań;690000.0;9324.0;74.0;3;3;wtórny;blok;;;;;;683.0;pełna własność;;;;['taras'];Rataje;
https://www.otodom.pl/oferta/piekne-nowoczesne-nowe-m-prestizowa-lokalizacja-ID3x3KH.html#2a8b242f3f;Poznań, Grunwald, Chełmońskiego Józefa;Piękne nowoczesne Nowe M, prestiżowa lokalizacja;629000.0;12653.0;49.71;2;1;wtórny;kamienica;cegła;;miejskie;1909 ;;;pełna własność;;['domofon / wideofon'];['meble'];['piwnica', 'winda'];Grunwald;8 Listopada 2017
https://www.otodom.pl/oferta/mieszkanie-poznan-stare-miasto-ID3x3KL.html#2a8b242f3f;Poznań, Stare Miasto, Strzelecka;Mieszkanie - Poznań Stare Miasto;160000.0;5714.0;28.0;1;1;wtórny;;;;;;;;;;;;;Stare Miasto;
https://www.otodom.pl/oferta/mieszkanie-poznan-stare-miasto-ID3x3KP.html#2a8b242f3f;Poznań, Stare Miasto, Strzelecka;Mieszkanie - Poznań Stare Miasto;175000.0;5469.0;32.0;2;2;wtórny;;;;;;;;;;;;;Stare Miasto;
https://www.otodom.pl/oferta/mieszkanie-poznan-stare-miasto-ID3x3KT.html#2a8b242f3f;Poznań, Stare Miasto, Strzelecka;Mieszkanie - Poznań Stare Miasto;175000.0;5469.0;32.0;2;2;wtórny;;;;;;;;;;;;;Stare Miasto;
https://www.otodom.pl/oferta/mieszkanie-poznan-smochowice-ID3xLFN.html#038f6213a1;Poznań, Smochowice, Sianowska 36   C;Mieszkanie - Poznań Smochowice;620000.0;4564.0;135.84;4;1;pierwotny;apartamentowiec;;;gazowe;2018 ;do wykończenia;;pełna własność;;['domofon / wideofon', 'rolety antywłamaniowe'];;['piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'taras'];Smochowice;
https://www.otodom.pl/oferta/piekne-funkcjonalne-mieszkanie-wszedzie-blisko-ID3nB5y.html#038f6213a1;Poznań;Piękne, funkcjonalne mieszkanie -wszędzie blisko !;362000.0;5028.0;72.0;4;1;wtórny;szeregowiec;cegła;plastikowe;gazowe;2018 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe', 'rolety antywłamaniowe'];;['garaż/miejsce parkingowe', 'ogródek', 'oddzielna kuchnia', 'taras', 'dwupoziomowe'];;
https://www.otodom.pl/oferta/gotowy-do-wykonczenia-dom-poznan-plewiska-ID3vRZd.html#038f6213a1;Poznań,  Grunwaldzka  / Fabianowska;Gotowy do wykończenia Dom Poznań Plewiska;464000.0;3772.0;123.0;6;;pierwotny;szeregowiec;cegła;plastikowe;gazowe;2018 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['system alarmowy', 'drzwi / okna antywłamaniowe'];;['balkon', 'garaż/miejsce parkingowe', 'ogródek', 'taras', 'dwupoziomowe'];Grunwald;1 Stycznia 2018
https://www.otodom.pl/oferta/villa-venecja-komfort-w-centrum-miasta-ID3j62a.html#038f6213a1;Poznań, Centrum,  Wenecjańska;VILLA VENECJA - KOMFORT W CENTRUM MIASTA;;;;277761;;;;;;;;;;;;;;['teren zamknięty', 'winda', 'garaż', 'ogródek', 'ochrona', 'tarasy'];;
https://www.otodom.pl/oferta/apartament-104-4-m2-solacz-ul-urbanowska-11a-ID3xJR9.html#038f6213a1;Poznań, Sołacz, Urbanowska 11A;Apartament 104,4 M2 - Sołacz, ul. Urbanowska 11A;799000.0;7653.0;104.4;4;2;wtórny;apartamentowiec;cegła;drewniane;gazowe;2002 ;do zamieszkania;480.0;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'rolety antywłamaniowe'];;['balkon', 'garaż/miejsce parkingowe', 'oddzielna kuchnia', 'taras'];Sołacz;30 Czerwca 2018
https://www.otodom.pl/oferta/2-pok-kamienica-lazarz-park-wilsona-city-park-ID3kPBc.html#038f6213a1;Poznań, Łazarz, Józefa Chełmońskiego 20, Grunwald;2-pok, kamienica, Łazarz, Park Wilsona, City Park;473120.0;8000.0;59.14;2;2;wtórny;kamienica;cegła;plastikowe;;1909 ;;180.0;pełna własność;;;;;Grunwald;
https://www.otodom.pl/oferta/3-niezalezne-pokoje-gotowe-do-wprowadzenia-ID3xnh9.html#038f6213a1;Poznań, Rataje,  Stare Żegrze;3 Niezależne pokoje, gotowe do wprowadzenia!;449000.0;6176.0;72.7;3;;wtórny;blok;cegła;plastikowe;miejskie;1997 ;do zamieszkania;;spółdzielcze własnościowe;;;;['balkon', 'piwnica', 'oddzielna kuchnia'];Rataje;
https://www.otodom.pl/oferta/nowoczesne-osiedle-funkcjonalny-uklad-winogrady-ID3x3xW.html#038f6213a1;Poznań;Nowoczesne osiedle, funkcjonalny układ, Winogrady;313080.0;6000.0;52.18;3;2;pierwotny;blok;;plastikowe;miejskie;2018 ;;;;;['teren zamknięty', 'domofon / wideofon'];;['balkon', 'garaż/miejsce parkingowe', 'winda'];;
https://www.otodom.pl/oferta/sloneczne-mieszkanie-blisko-mpk-winogrady-ID3x3vX.html#038f6213a1;Poznań;Słoneczne mieszkanie, blisko MPK, Winogrady;339282.0;6100.0;55.62;3;6;pierwotny;blok;;plastikowe;miejskie;2018 ;;;;;['teren zamknięty', 'domofon / wideofon'];;['balkon', 'garaż/miejsce parkingowe', 'winda'];;
https://www.otodom.pl/oferta/mieszkanie-poznan-wilda-ID3x3vP.html#038f6213a1;Poznań, Wilda, Jana Umińskiego;Mieszkanie - Poznań Wilda;210600.0;3900.0;54.0;2;3;wtórny;;;;;;;;;;;;;Wilda;
https://www.otodom.pl/oferta/apartament-111m2-swietowidzka-bezposrednio-ID3x3ub.html#038f6213a1;Poznań, Zieliniec,  Świętowidzka;Apartament 111m2, Świętowidzka, bezpośrednio;688000.0;6198.0;111.0;4;2;wtórny;apartamentowiec;;;miejskie;2011 ;do zamieszkania;600.0;pełna własność;['telewizja kablowa', 'internet'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'rolety antywłamaniowe'];['zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka'];['klimatyzacja', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'taras', 'pom. użytkowe'];Zieliniec;
https://www.otodom.pl/oferta/dwupokojowe-z-mozliwoscia-adaptacji-poddasza-ID3x3nd.html#038f6213a1;Poznań, Juwenalisa;Dwupokojowe z możliwością adaptacji poddasza.;330000.0;6660.0;49.55;2;2;wtórny;blok;;plastikowe;gazowe;1996 ;do zamieszkania;300.0;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['domofon / wideofon'];['lodówka', 'meble', 'piekarnik', 'kuchenka'];['balkon', 'piwnica', 'garaż/miejsce parkingowe'];;
https://www.otodom.pl/oferta/winogrady-za-cytadela-apartament-37m2-na-sprzedaz-ID3x3kr.html#038f6213a1;Poznań, Winogrady,  Za Cytadelą;Winogrady- Za Cytadelą-apartament 37m2 na sprzedaż;343000.0;9270.0;37.0;1;1;wtórny;apartamentowiec;cegła;drewniane;miejskie;2013 ;do zamieszkania;200.0;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona'];['zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka'];['balkon', 'winda'];Winogrady;21 Stycznia 2018
https://www.otodom.pl/oferta/bardzo-ladne-wnetrza-2p-do-wejscia-dla-rodziny-ID3x3fB.html#038f6213a1;Poznań, Naramowice,  Rubież;Bardzo ładne wnętrza, 2p do wejścia dla rodziny!;385000.0;7264.0;53.0;2;2;wtórny;blok;silikat;plastikowe;miejskie;2010 ;do zamieszkania;450.0;pełna własność;;['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona'];['zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka'];['balkon', 'garaż/miejsce parkingowe', 'taras'];Naramowice;
https://www.otodom.pl/oferta/mieszkanie-z-tarasem-bez-posrednikow-ID30OR6.html#038f6213a1;Poznań, Naramowice, Naramowicka 217;Mieszkanie z tarasem bez pośredników.;309000.0;6438.0;48.0;2;;wtórny;blok;cegła;plastikowe;miejskie;2002 ;do zamieszkania;;pełna własność;['telewizja kablowa', 'internet'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'rolety antywłamaniowe'];['meble', 'piekarnik', 'kuchenka'];['winda', 'taras', 'pom. użytkowe'];Naramowice;
https://www.otodom.pl/oferta/3-pokoje-na-wildzieprzy-tramwajuparking-ID3x37h.html#038f6213a1;Poznań, Wilda, Antoniego Kosińskiego;—3 pokoje na Wildzie—przy tramwaju—parking—;319000.0;5779.0;55.2;3;4;wtórny;kamienica;cegła;plastikowe;miejskie;1950 ;do zamieszkania;587.0;pełna własność;;;;['piwnica', 'oddzielna kuchnia'];Wilda;
https://www.otodom.pl/oferta/3-pokoje-z-ogrodem-okna-od-poludnia-naramowice-ID3x26D.html#038f6213a1;Poznań;3 pokoje z ogrodem, okna od południa, Naramowice;255528.0;5600.0;45.63;3;;pierwotny;blok;;plastikowe;miejskie;2019 ;;;pełna własność;;['domofon / wideofon'];;['ogródek', 'winda', 'taras'];;
https://www.otodom.pl/oferta/4-pokoje-nowa-inwestycja-bez-prowizji-okazja-ID3x25F.html#038f6213a1;Poznań;4 pokoje, nowa inwestycja, bez prowizji, okazja!;307747.0;5550.0;55.45;4;4;pierwotny;blok;;plastikowe;miejskie;2019 ;;;pełna własność;;['domofon / wideofon'];;['balkon', 'winda'];;
https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-grunwald-ID3vogz.html#038f6213a1;Poznań, Grunwald;Mieszkanie 2 pokojowe Grunwald!;245000.0;5976.0;41.0;2;3;wtórny;blok;cegła;plastikowe;;1960 ;;350.0;pełna własność;;;;['balkon'];Grunwald;
https://www.otodom.pl/oferta/szczepankowo-szereg-4-pokoje-z-ogrodem-i-kominki-ID3x1Zp.html#038f6213a1;Poznań, Szczepankowo,  Bobrownicka;Szczepankowo - szereg 4 pokoje z ogrodem i kominki;359000.0;4259.0;84.29;4;;pierwotny;szeregowiec;pustak;plastikowe;gazowe;2018 ;do wykończenia;;pełna własność;['telewizja kablowa', 'internet', 'telefon'];['drzwi / okna antywłamaniowe'];;['garaż/miejsce parkingowe', 'ogródek', 'oddzielna kuchnia', 'taras', 'dwupoziomowe', 'pom. użytkowe'];Szczepankowo;30 Czerwca 2018
https://www.otodom.pl/oferta/4-pok-centrum-idealne-pod-wynajem-rowniez-na-mdm-ID1XO75.html#038f6213a1;Poznań, Centrum;4-pok. Centrum Idealne Pod Wynajem Również na MdM!;380000.0;4810.0;79.0;4;6;wtórny;blok;cegła;plastikowe;miejskie;1976 ;;700.0;spółdzielcze wł. z KW;['telewizja kablowa', 'internet'];;;['balkon', 'piwnica', 'winda'];;
https://www.otodom.pl/oferta/rybaki-polwiejska-1-sze-pietro-ID3x1RB.html#038f6213a1;Poznań, Centrum, Rybaki/Półwiejska/Kwiatowa;Rybaki/Półwiejska. 1-sze piętro.;270000.0;5745.0;47.0;2;1;wtórny;kamienica;cegła;plastikowe;gazowe;;do zamieszkania;350.0;pełna własność;['telewizja kablowa', 'internet'];['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'rolety antywłamaniowe'];['meble', 'piekarnik'];['piwnica', 'oddzielna kuchnia'];;31 Stycznia 2018
https://www.otodom.pl/oferta/2-pokoje-z-ogrodem-nowa-inwestycja-naramowice-ID3x1H5.html#038f6213a1;Poznań;2 pokoje z ogrodem, nowa inwestycja, Naramowice;221918.0;6100.0;36.38;2;;pierwotny;blok;;plastikowe;miejskie;2019 ;;;pełna własność;;['domofon / wideofon'];;['ogródek', 'winda'];;
https://www.otodom.pl/oferta/mieszkanie-45-m-poznan-ID3x1FJ.html#038f6213a1;Poznań, Łazarz;Mieszkanie, 45 m², Poznań;401000.0;8911.0;45.0;3;1;wtórny;kamienica;;drewniane;;;;;;;;;;Łazarz;
https://www.otodom.pl/oferta/mieszkanie-42-06-m-poznan-ID3x1cH.html#038f6213a1;Poznań, Naramowice;Mieszkanie, 42,06 m², Poznań;252360.0;6000.0;42.06;2;4;wtórny;apartamentowiec;;plastikowe;miejskie;2018 ;;;pełna własność;['telewizja kablowa', 'internet'];;;['balkon', 'garaż/miejsce parkingowe', 'winda', 'taras'];Naramowice;
https://www.otodom.pl/oferta/mieszkanie-44-48-m-poznan-ID3x1cL.html#038f6213a1;Poznań, Naramowice;Mieszkanie, 44,48 m², Poznań;266880.0;6000.0;44.48;2;;wtórny;apartamentowiec;;plastikowe;miejskie;2018 ;;;pełna własność;['telewizja kablowa', 'internet'];;;['balkon', 'garaż/miejsce parkingowe', 'winda', 'taras'];Naramowice;
https://www.otodom.pl/oferta/mieszkanie-38-26-m-poznan-ID3x1cP.html#038f6213a1;Poznań, Naramowice, Karpia;Mieszkanie, 38,26 m², Poznań;233386.0;6100.0;38.26;2;;wtórny;apartamentowiec;;plastikowe;miejskie;2018 ;;;pełna własność;['telewizja kablowa', 'internet'];;;['balkon', 'garaż/miejsce parkingowe', 'winda', 'taras'];Naramowice;
https://www.otodom.pl/oferta/mieszkanie-38-92-m-poznan-ID3x1cT.html#038f6213a1;Poznań, Naramowice;Mieszkanie, 38,92 m², Poznań;237412.0;6100.0;38.92;2;4;wtórny;apartamentowiec;;plastikowe;miejskie;2018 ;;;pełna własność;['telewizja kablowa', 'internet'];;;['balkon', 'garaż/miejsce parkingowe', 'winda', 'taras'];Naramowice;
https://www.otodom.pl/oferta/oferta-zarezerwowana-orzechowa-dwa-pokoje-na-pa-ID3x0XN.html#038f6213a1;Poznań, Dębiec, Orzechowa;Oferta Zarezerwowana!! Orzechowa, dwa pokoje na pa;245000.0;4712.0;52.0;2;;wtórny;blok;;plastikowe;miejskie;;do zamieszkania;;spółdzielcze własnościowe;;['domofon / wideofon'];;['balkon', 'piwnica'];Dębiec;
https://www.otodom.pl/oferta/wysoki-standard-gotowe-10-min-do-rynku-promocja-ID3x0JR.html#038f6213a1;Poznań;Wysoki standard, gotowe, 10 min do rynku, promocja;293760.0;6400.0;45.9;2;3;pierwotny;blok;;plastikowe;miejskie;2017 ;;;;;['teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona'];;['balkon', 'winda'];;
https://www.otodom.pl/oferta/nowe-osiedle-10-min-do-rynku-gotowe-promocja-ID3x0JN.html#038f6213a1;Poznań;Nowe osiedle, 10 min do rynku, gotowe, promocja;290195.0;6350.0;45.7;2;1;pierwotny;blok;;plastikowe;miejskie;2017 ;;;;;['teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona'];;['balkon', 'winda'];;
https://www.otodom.pl/oferta/mieszkanie-poznan-smochowice-ID3xLFN.html#9b91c930c3;Poznań, Smochowice, Sianowska 36   C;Mieszkanie - Poznań Smochowice;620000.0;4564.0;135.84;4;1;pierwotny;apartamentowiec;;;gazowe;2018 ;do wykończenia;;pełna własność;;['domofon / wideofon', 'rolety antywłamaniowe'];;['piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'taras'];Smochowice;
